company,bt
竹间智能科技(上海)有限公司,  1   负责 开发 自然语言处理 相关 技术 ;   2   负责 语义分析 语义 了解   3   负责 语义理解 方面 研发 工作   4   分析 改进 相关性 算法 策略     :   1   硕士 博士 或 博士后 学位 计算机科学 数学 等 相关 专业 能够 利用 自然语言处理 理论 方法 研发 分词   word   segmentation 词性标注   POS   tagging 命名实体识别   named   entity   recognition 等 基础 算法 善于 跟踪 自然语言处理 业界 最新 动态 进行 自然语言处理 相关 其他 算法 预研 有 搭建 知识图谱   knowledge   graph 基于 云端 机器学习 系统   cloud - based   machine   learning 者 优先 2   丰富 自然语言处理 NLP 实际 项目 工作 经验 包括 文本分类   text   classification 信息抽取   information   extraction 知识库 构建   knowledge   graph   construction 主题词 标引   keyword   tagging 自动 摘要   automatic   summarization 等 熟悉 机器学习 machine   learning 各类 算法 并 有 实际 项目 使用 经验 自然语言处理 项目 中 具有 扎实 实际 编程 经验   3   精通 C   C   Java   或 Python 中 一门 或多门 语言 精通 数据结构 算法 设计 熟悉 Linux     Unix 系统 Shell 编程 ;   有 MapReduce 或 Hadoop 等 海量 处理 经验 优先 4   优秀 分析 问题 解决问题 能力 对 解决 具有 挑战性 问题 充满 激情 对 数据 敏感 有 强烈 好奇心 喜欢 折腾 数据 并 从 数据 中 发现 价值   5   较强 沟通 能力 逻辑 表达能力 具备 良好 团队 合作 精神 主动 意识 良好 自我 驱动 学习 能力        
金山办公软件,利用 自然语言处理 技术 机器学习 算法 对 文本 数据 进行 挖掘 分析 2   大 数据 环境 下 利用 语言 分析 基础 技术 解决 实际 问题 1   计算机 数学 或 相关 专业 2 年 以上 自然语言处理 经验 2   扎实 编程 基础 至少 精通 一种 编程语言 如 CC Python Java 等 ; 3   熟悉 深度 学习 如 DNN CNN RNN LSTM 等 以及 常见 机器学习 算法 逻辑 回归 SVM 决策树 贝叶斯 等 原理 算法 ; 4   理解 自然语言处理 常用 算法 WORD2VEC CRF LDA LSA SVD 等 对 自然语言处理 相关 分词 词性标注 实体识别 句法分析 语义分析 等 有 深入 实践经验 5   至少 熟悉 一种 机器学习 或 深度 学习 平台 如 TensorFlow     Caffe     MXNet   Theano 等 深度 学习 框架 ; 6   良好 英语 阅读 能力 有 强烈 求知欲 对 人工智能 领域 相关 技术 有 热情 7   有 团队 意识 他人 合作 良好
深睿医疗,描述   承担 自然语言处理 技术 对话 通用 问答 意图 理解 知识库 加工 管理 等 方向 上 应用 研究 从 系统 应用 角度 利用 自然语言处理 推荐系统 理论 方法 解决 实际 问题 对 公司 多种 数据源 进行 分析 建立 相关 知识 体系 及 知识库 实体识别 新词发现 语义分析 等 NLP 研究 工作 资格 计算机 数学 统计学 计量经济学 数据挖掘 等 相关 专业 硕士 及 以上学历 熟练掌握 自然语言处理 或 推荐系统 领域 基础理论 方法 并 有 一定 相关 研究 或 项目 经验 熟悉 CC Java Python 或 PHP 编程语言 对 数据结构 算法 设计 有 较为 深刻 理解 优秀 分析 问题 解决问题 能力 对 解决 具有 挑战性 问题 充满 激情 熟悉 数据挖掘 机器学习 分布式计算 等 相关 技术 者 优先
Rokid,负责   NLP NLU   自然语言处理 相关 核心技术 研发   2 探索 基于 深度 学习 技术 自然语言处理 并 应用 于 垂直 领域 语义 解析 开放 领域 问答 对话系统 计算机相关 专业 硕士 及 以上学历 有 机器学习 ML   或 自然语言处理   NLP NLU   研究 背景 精通 深度 学习 相关 技术 具备 良好   Java   或   CC   编程能力 有 创业 激情 良好 抗压 能力 团队精神 有 参 过 自动 问答系统 或 对话系统 研发 经验 者 优先
平安科技,负责 金融 投资 领域 自然语言处理 研究 开发 模型 根据 需求 进行 专项 模型 开发 并 完成 落地 编写 文档 金融 领域 深入研究 并 形成 创新 模型 硕士 及 以上学历 计算机 金融 工程 数学 等 相关 专业 对 自然语言处理 NLP 有 深入 了解 并 有 实际 应用 经验 熟悉 数据分析 技术 使用 过 数据挖掘 算法 良好 编程能力 能 熟练 使用 Python 至少 一种 语言 有 一定 数据库 处理 经验 Oracle   Postgresql 了解 并 实践 过大 数据 平台 处理 大量 数据 有 投资 风险 或者 财务 领域 知识 优先
平安科技,负责 金融 投资 领域 自然语言处理 研究 开发 模型 根据 需求 进行 专项 模型 开发 并 完成 落地 编写 文档 金融 领域 深入研究 并 形成 创新 模型 硕士 及 以上学历 计算机 金融 工程 数学 等 相关 专业 对 自然语言处理 NLP 有 深入 了解 并 有 实际 应用 经验 熟悉 数据分析 技术 使用 过 数据挖掘 算法 良好 编程能力 能 熟练 使用 Python 至少 一种 语言 有 一定 数据库 处理 经验 Oracle   Postgresql 了解 并 实践 过大 数据 平台 处理 大量 数据 有 投资 风险 或者 财务 领域 知识 优先
图灵机器人,1     基于 现有 业务 文本 数据 进行 非 结构化 文本 特征提取 建立 测试 调优 分析模型 识别 文本 语言 内容 文本 间 相关度 词性标注 等 研究 2     语义 对话 引擎 相关 开发 以及 新 技术 方向 研究 1     具有 3 年 以上 NLP 机器学习 深度 学习 相关 工作 经验 2     熟练掌握 自然语言处理 领域 基础理论 方法 3     熟练掌握 一门 以上 计算机 语言 c python java 优先 Leader 说 我 是 图灵机器人 创始人 CEO 俞志晨 下面 介绍 下 我们 公司 人才观 1 人才 是 本 产品 是 末 借用 纯银   一句 话 选对 人 是 一件 比设 好 KPI 更 重要 一百倍 事情 一百倍 啊 一百倍 2 兴趣 主动 聪明 比 当前 能力 要 重要 10 倍 这样 人 我们 团队 成长 会 非常 快 因为 你 可以 直接 来 争取 想 做 事情 公司 一定 竭尽所能 给 你 锻炼 机会 只要 你 能 对 你 自己 负责 把 事情 真正 做到 位 但 如果 是 推 一下 动 一下 人 我们 一定 不会 要 3 不让 人才 受委屈 只要 你 真 能 把 事情 做好 薪酬 待遇 福利制度 团队 氛围 甚至 各种 个人 关怀 都 会 公司 力所能及 范围 内 提供 给 小伙伴 — — 让 你 满意 让 你 家人 满意 我们 团队 真 会 让 你 感觉 暖 暖   就 像 行业 大牛 李明顺 观点 引自 梁宁   文章 水大 了 就 会 有 龙 人工智能 机器人 是 波澜壮阔 万丈深渊 无数 鱼会 化成 龙 我们 相信 自己 最终 会 是 化成 龙 团队 之一 此 恭候 有识之士 加入 你 愿意 吗
东方国信,负责 公司 自然语言处理 相关 产品 研发 负责 子 模块 设计 开发 岗位 : 1   二年 以上 自然语言处理 研发 经验 过 完整 基于 自然语言处理 软件产品 或者 互联网服务 研发 管理 经验 2   本科 以上学历 自然语言处理 模式识别 或 机器学习 相关 专业 优先 3   以下 经验 将 优先 考虑 运营商 领域 DPI 数据 深度 解析 对 运营商 数据 之上 文本处理 有 研发 经验 大型 互联网 软件 公司 文本 数据挖掘 研发 经验 有 个人 技术 博客 或 活跃 各 技术 社区 过 大规模 高性能 文本挖掘 分析 项目 4   知识 技能 : 1 理解 自然语言处理 领域 基础理论 方法 对 中文分词 文本 搜索 有过 实施 经验 精通 文本 数据挖掘 技术 对 文本分类 聚类 语义 相似度计算 等 有 深刻 了解 3 熟练掌握 java C C 中 至少 一种 4 具有 良好 团队 合作 精神 高度 责任心
腾讯,负责 自然语言处理 数据挖掘 相关 研究 工作 负责 大规模 机器学习 研发 工作 负责 信息检索 query 处理 相关 研发 工作 负责 linux 后台 开发 工作       工作 3 年 自然语言处理 机器学习 数据挖掘 相关 工作 经验 熟练掌握 c linux 后台 开发 技能 积极主动 勇于 接受 挑战 富有 创新 精神      
卖座网,负责 商业智能 领域 语义分析 相关 技术 方法 研究 负责 利用 自然语言处理 技术 语义分析 方法 实现 语义 模型 建立 实践 从 系统 应用 角度 利用 语义分析 理论 方法 解决 实际 问题 扎实 算法 基础 熟悉 算法 相关 理论 算法 原理 机器学习 基本 理论 具备 扎实 良好 数学 基础 精通 自然语言处理 相关 领域 知识 精通 基于 统计 自然语言处理 方法 基于 句法 语法分析 自然 处理 方法 包括 句法 语法分析 依存 分析 NER 关键词 抽取 情感分析 文本分类 聚类 文本检索 相似 度 算法 分词 算法 Deep   Learning nlp 领域 中 应用 例如 word2Vec RnnLM 等等 人工智能 领域 有 一定 积累 能够 从 复杂 业务 场景 中 进行 算法 选型 算法 优化 以及 不断 提升 效果 并且 能够 真正 应用 商业 环境 成为 商业智能 驱动 者 JavaPython 基础 扎实 熟悉 hadoop spark 框架 者 尤佳 人机交互 智能问答 文本检索 多 语言 处理 等等 领域 有 实际 开发 从业 经验 者 优先 良好 团队 合作 意识 对 技术 饱有 热情 创新 精神 对 互联网 领域 有 热情  
映客直播,负责 分词 词性 分析 实体识别 新词发现 情感分析 等 NLP 研究 工作 资格 熟悉 自然语言处理 常见 算法 模型 语言 模型 CRF   pLSALDA   word2vec   CNNRNN 等 熟悉 Linux 开发 环境 熟悉 PythonJavaC 语言 具备 良好 编码 能力 数据结构 算法 功底 有 NLP 项目 背景 如 中文分词 文本分类 文本 聚类 对 推荐系统 文本挖掘   深度 学习 等 方向 有 浓厚 兴趣 有 很 强 自学能力 优先 ;
阿博茨科技,1 参 自然语言处理 各 模块 分词 新词发现 词性标注 命名实体识别 依存 句法分析 改进 2   参 文档 信息抽取   文本 数据挖掘 改进 1 本科 及 以上学历 计算机相关 专业 2   有 NLP 实战经验 对 「 自然语言 理解 」 有 系统 认识 3   有 句法 语义分析   文本分类   文档 信息提取   文本 数据挖掘 经验 4 熟悉 实体识别 关系 抽取 模型 5   熟悉 主流 机器学习 深度 学习 模型 熟悉 至少 一个 深度 学习 框架   熟悉 Tensorflow 者 优先
英语流利说,负责 流利 说 自然语言处理 理解 NLP 相关 核心 算法 研究 实现 自然语言处理 文本挖掘 机器学习 机器翻译 模式识别 等 相关 专业 硕士 以上 博士 优先 自然语言处理 领域 成果 发表 过 相关 论文 或 研究成果 有 自动 作文 批改 纠错 算法 研发 经验 者 优先 有 自动 问答 对话系统 研发 经验 者 优先 有 知识库 提取 构建 相关 项目 经验 算法 流利 说 1   我们 有 来自   Google   等 知名 人工智能 公司 科学家 一流 工程师 2   我们 致力于 研发 以 深度 学习 为 代表 人工智能 算法 并且 运用 到 实际 产品 中 让 技术 真正 落地 并 帮助 到 用户 让 教育 变得 更 轻松 高效 平等 3   我们 核心 语音 评分 算法 被 数千万 用户 使用 并 真正 提高 了 他们 口语 水平 4   我们 有 海量 用户 语音 数据 学习 行为 数据 等 你 来 挖掘 5   我们 重视 分享 学习 最新 研发 成果 每年 都 有 小伙伴 活跃 于 Interspeech Spark   Summit KDD ICML   等 国际 学术会议
广电运通,致力于 数据挖掘 语义理解 信息检索 技术 研究 让 智能 设备 更 懂 人 语言 并 将 最新 研究成果 应用 于 文本检索 语音识别 语义识别 知识图谱 构建 问答系统 等 业务     描述   1 用于 语义识别 模型 构建 语义 模型 来 提高 自然语言处理 效果   2 知识图谱 构建 构建 面向 特定 行业 可以 运用 到 不同 业务 场景 知识图谱   3 问答系统 针对 金融设备 银行 客服 等 产品 提供 一个 场景 可用 问答系统       1 重点 大学 硕士 及 以上 学位 博士 优先   1 掌握 NLP 领域 共性 技术 如 词性标注 实体识别 分词 算法 句法分析 等   2 有 深度 学习 文本分类 聚类 回归 等 数据挖掘 工作 经验   3 有 知识图谱 本体 库 语义 网络 方面 经验   4 熟悉 掌握 Python JAVA CC 等 优先   5 具有 良好 沟通 能力 良好 团队 合作 精神
明略数据,  1 分词 词性 分析 实体识别 新词发现 等 NLP 工作 2 中等 长度 语句 中心词 分析 提取 句子成分 标注   3 知识图谱 自动 分类 及   Tag   提取 等 研发 工作 4 搜索 分词 系统 开发 维护   岗位   1 计算机相关 专业本科 及 以上学历   2 熟悉 分词 数据挖掘 等 相关 算法   3 开发 及 学习 能力 强   4 熟练掌握   Java   等 编程语言   5 有 知识图谱 相关 经验 者 优先
美洽,美洽 自然语言处理 工程师 美洽 拥有 海量 人工 客服 系统 获得 客服 用户 对话 聊天记录 海量 企业 信息 记录 美洽 客服 用户 间 智能 匹配 算法 研发 工作 通过 分析 大量 客服 用户 数据 提炼 有效 特征 标签 为 每位 咨询 用户 提供 最佳 客服 提高 企业 咨询 用户 到 实际 用户 转化率 用户 画像 信息抽取 等 辅助 完成 客服 系统 展示 页面 个性化   •   计算机 数学 相关 专业 本科 及 以上学历 1 年 及 以上 相关 工作 经验   •   对 分词 实体识别 信息抽取 句法 词法 分析 文本分类 聚类 wordEmbedding 等 自然语言处理 任一 领域 有 一定 了解 或者 有 相关 应用 经验 有 项目 经历 优先   •   熟悉 机器学习 常用 模型 之一 有志于 机器学习 算法 领域 长期 发展 •   有 英文 文献 阅读 能力 者 优先 •   了解 TensorFlow Caffe Torch Theano 等 深度 学习 框架 之一 者 优先 •   思路清晰 乐于 钻研 具备 良好 团队 合作 精神
美团点评,1   负责 美团 出行 语音识别 图像处理 智能 QA NLP 等 技术 研发 设计 优化 智能客服 智能 预警 分析 智能 判责 核心 策略 算法 提升 用户 满意度 运营 效率 2   负责 语料 获取 挖掘 发挥 数据 价值 工作 1   熟悉 NLP 文本分类 Query 分析 对话 分析 等 相关 技术 具备 离线 建模 挖掘 线 实现 优化 能力 2   优秀 业务 理解 问题 分析 能力 对 复杂 业务 场景 有 好奇心 对 挑战性 问题 充满 激情 3   编程 基础 扎实 计算机相关 专业 硕士 以上学历
大河网,利用 NLP ML 挖掘 等 相关 技术 算法 为 公司 提供 文本 分析 基础 解决方案 根据 产品 功能 需求 提供 query 分析 分词 文本 相关性 分类 聚类 等 方面 调研 开发 工作 跟进 调研 业界 新 技术 优化 已有 效果 有 文本挖掘 相关 经验 数量 掌握 python java c 等 语言 有 linux 环境 开发 经验 具有 良好 沟通 以及 分析 解决问题 能力 对 数据 敏感 喜欢 有 挑战性 问题 有 精益求精 精神
